# Generated by tools/generate_sha_vectors.py; do not edit.
# SHA-0 state_bytes=92 output_bytes=412 vectors=155
# label command state_hex message_hex_or_dash expected_state_and_schedule_hex
ramp-42 0 ac59d029fd724ecd9612e0c376d2f604bef6b2445eafb81092dd32817daefab636a6ab9f5f38485bef27a71710ee58c057024a5d5a92ce785739e5fecc1060c5d14b6d43507bef072460c3233d2cf477866fe72caf5a14f0fb46051d 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f20212223242526272829 32a59c5259adc1838e83e709b0afdf58bb3526c7500100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c232221202726252400802928000000000000000000000000000000005001000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625240080292800000000000000000000000000000000500100002b2a29282f2e2d2c489931303332313027262524409139380b0a09084f1f1d1c4819181803020100070605047b2b29282424242417963c3c5b0b0908141414143c3c3c3c441514147cad050434b41d1c4c1d1c1c64b51d1c2cac05041414141417963c3c109039384b9b30304f9f343423a208082cac05040404040467b71c1c7bab0000643534341c9c35346435343427262524409139385b0b090844151414673735346031303030b019186031303060b119183b3a393844953d3c272625243b3a393824a40d0c2c2c2c2c7faf04043838383813923838070605043b3a39387f2f2d2c23a20808471715145b8b20203fbe1414489931302322212007060504
ramp-43 0 d1a256bd263774c3a01345108b923736bb14cabfd6ef3abdb26ec95616b55c4be29100486fff4d7a36456b115b7fb22319a1c925f978d339882511e6b3a7871eabaa2844afb069017a685aa8e59047e4f1d8c57205453c210878cee6 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a f556d62317b9a65785e77479afb34390fb7ba2f8580100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c2322212027262524802a2928000000000000000000000000000000005801000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c2322212027262524802a292800000000000000000000000000000000580100002b2a29282f2e2d2cc03331303332313027262524c83b39380b0a0908471f1d1c401918180302010007060504732b292824242424973c3c3c530b0908141414143c3c3c3c4c151414f4070504b41e1d1c441d1c1cec1f1d1cac06050414141414973c3c3c903a3938c3313030c7353434a3080808ac06050404040404ef1d1c1cf30100006c3534349c3635346c35343427262524c83b3938530b09084c1514146f37353468313030b01a191868313030e81b19183b3a3938cc3f3d3c272625243b3a3938a40e0d0c2c2c2c2cf70504043838383893383838070605043b3a3938772f2d2ca30808084f171514d3212020bf141414c03331302322212007060504
ramp-44 0 81042934f55d81f4d2dceb41ea01a7a61320c3a38e87e414e45e9ddb6c96a3fea3bdcff82851e57396bda2cc7b7e175daf3b214c7247ad4374e1c4743009a00835621225ddec071cddd944796cb24692bd1298bd1a16e9bec3e85341 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b edc1a4e709de378761e729b0f241deb75f4e7385600100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a2928000000800000000000000000000000006001000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a292800000080000000000000000000000000600100002b2a29282f2e2d2c53333130333231b0272625245b3b39380b0a09887f1f1d1c7819181803020100070605044b2b2928242424243c3c3c3c6b0b0988141414143c3c3c3c74151414670705041f1e1d9c7c1d1c9c7f1f1d1c07060584141414943c3c3c3c3b3a39b8503130b0543534b40808088807060584040404847c1d1c1c60010080543534b437363534543534b4272625245b3b39386b0b09887415141457373534503130301b1a1918503130b07b1b19183b3a39b85f3f3d3c272625a43b3a39380f0e0d0c2c2c2cac64050404383838b838383838070605843b3a39384f2f2d2c08080808771715944021202014141494533331b0232221a007060504
ramp-45 0 fc5dc536279d7779bd14023ec051f6b6ea3b025da62393de65bf7f189c01268174e63e585433ad1b8400a666c9f648b55a454db99896118d8dd254d5e4704a2505f462f13b57d13e2a5996607543feb2199c2be0d403f9649c804646 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c bbb17d3f7005fb71bc3ce1740ce5aa07b786e870680100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29280000802c0000000000000000000000006801000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29280000802c000000000000000000000000680100002b2a29282f2e2d2c5b3331303332b11c27262524533b39380b0a8924771f1d1c701918180302010007060504432b2928242424243c3c3c3c630b8924141414143c3c3c3c7c1514146f0705041f1e9d30741d9c30771f1d1c07068528141494383c3c3c3c3b3ab9145831b01c5c35b418080888240706852804048428741d1c1c6801802c5c35b418373635345c35b41827262524533b3938630b89247c1514145f373534583130301b1a19185831b01c731b19183b3ab914573f3d3c2726a5083b3a39380f0e0d0c2c2cac006c0504043838b81438383838070685283b3a3938472f2d2c080808087f17953848212020141494385b33b11c2322a10c07060504
ramp-46 0 ab1c9a7e07d08c7b3486c8fbb46556e70b6f864eadb4b317b9a7ed6edea3aae21617b36be90d900faee31c1cb99bd3b2ffa34174058d091754aaae10b4a9aa00d4076bdb5c484206d6ea301ef700ee6633289d89d328ed856ccc1cfc 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d aa36d22d3c3a008e03561c4a9cd754b658fc3b15700100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a292800802d2c0000000000000000000000007001000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a292800802d2c000000000000000000000000700100002b2a29282f2e2d2c4333313033b21c1c272625244b3b39380b8a24246f1f1d1c6819181803020100070605045b2b2928242424243c3c3c3c7b8b2424141414143c3c3c3c64151414770705041f9e30306c9d31306f1f1d1c07862828149439383c3c3c3c3bba141440b11d1c44b519180888252407862828048429286c1d1c1c70812d2c44b519183736353444b51918272625244b3b39387b8b24246415141447373534403130301b1a191840b11d1c6b1b19183bba14144f3f3d3c27a608083b3a39380f0e0d0c2cac01007405040438b8151438383838078628283b3a39385f2f2d2c0808080867973838502120201494393843b31c1c23a20c0c07060504
ramp-47 0 9625440cdef7895c9c1e10b78715ce29d925e60350483f40e390b2302b5e11b77b168f41544da261739c6c311b0b1de35d014e091669430322caa168fdfe6a86a98500adb3cac264335d825b53c31e6260828dd1d7e20d10392279f6 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e e8968d7765bc6b7c2c60b0f538591706cceb45d6780100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a2928802e2d2c0000000000000000000000007801000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a2928802e2d2c000000000000000000000000780100002b2a29282f2e2d2c4b333130b31c1c1c27262524433b39388b242424671f1d1c601918180302010007060504532b2928242424243c3c3c3cf3252424141414143c3c3c3c6c1514147f0705049f303030e4333130671f1d1c87282828943a39383c3c3c3cbb141414c81f1d1ccc1b19188826252487282828842a2928641d1c1cf82f2d2ccc1b191837363534cc1b191827262524433b3938f32524246c1514144f373534483130301b1a1918c81f1d1c631b1918bb141414473f3d3ca70808083b3a39380f0e0d0cac0201007c050404b816151438383838872828283b3a3938572f2d2c08080808ef39383858212020943a3938cb1d1c1ca30c0c0c07060504
ramp-48 0 8d9684c2c5e5205ce7b4a92a1d4224ddcfc703ff1564b0ef9fe34d83753234d1a24e03683ab5edda76c6be534783df5d18c533c8141156783489f262d7d721ffb1884f7b0108e0782108eb6cb490d0c07a805f73afaf421f757b5fab 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f 9e069a28c36af9a7e2b2b7dbc6325ef238568315800100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c0000008000000000000000008001000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c000000800000000000000000800100002b2a29282f2e2d2cb33331301c1c1c1c272625a4bb3b3938242424249f1f1d9c981918180302010007060504ab2b2928242424243c3c3c3ca4252424141414943c3c3c3c941514148707050430303030b33331b09f1f1d9c282828283b3a39b83c3c3cbc141414149f1f1d9c9b1b1998272625a4282828a82b2a29a89c1d1c9caf2f2d2c9b1b1998373635b49b1b1918272625a4bb3b3938a425242494151494b7373534b03130301b1a19189f1f1d1c9b1b199814141414bf3f3dbc080808083b3a39b80f0e0d0c030201008405048417161514383838b8282828283b3a39b8af2f2d2c08080808b8393838a02120a03b3a39389c1d1c9c0c0c0c8c07060584
ramp-49 0 6f960f7cdcb363ea8f7623d4935472d4961f6f4901e76753968ca7587f487dee8ad8542d584f744ffe70f4ba4403b22b5cf5a31ceb7b501c7ed83293b25b4ec4020a324dba006c131aa2acaf7a30fb11ddf73d966da78d21de3e68d9 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f30 133268a4832782f98d5c8c2bea50be7e66c5e545880100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c0000803000000000000000008801000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c000080300000000000000000880100002b2a29282f2e2d2cbb3331301c1c1c1c2726a514b33b393824242424971f9d2c901918180302010007060504a32b2928242424243c3c3c3cac252424141494243c3c3c3c9c1514148f07050430303030bb33b100971f9d2c282828283b3ab9083c3cbc0c14141414971f9d2c931b99282726a5142828a8182b2aa918941d9c2ca72f2d2c931b99283736b504931b19182726a514b33b3938ac2524249c159424bf373534b83130301b1a1918971f1d1c931b992814141414b73fbd0c080808083b3ab9080f0e0d0c030201008c058434171615143838b808282828283b3ab908a72f2d2c08080808b0393838a821a0103b3a3938941d9c2c0c0c8c3c07068534
ramp-50 0 f8a98422bb598a79ea220f6bdf2e9912764f671c291be3fcf346ef97ccece36c897b9a1cbca33fdc08841a66276386f586a47d10ff24b4be4f84abd2e95d0e604a661ba2a2e4421a1c093df267ff88243b6e62251c07939883a82de8 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031 1e8f49c7819e4bbadadbbbf546f204222013f1a8900100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c0080313000000000000000009001000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c008031300000000000000000900100002b2a29282f2e2d2ca33331301c1c1c1c27a61414ab3b3938242424248f9f2c2c881918180302010007060504bb2b2928242424243c3c3c3cb4252424149425243c3c3c3c841514149707050430303030a3b300008f9f2c2c282828283bba08083cbc0d0c141414148f9f2c2c8b9b282827a6141428a819182baa18188c9d2d2cbf2f2d2c8b9b282837b604048b1b191827a61414ab3b3938b425242484952524a7373534a03130301b1a19188f1f1d1c8b9b282814141414afbf0c0c080808083bba08080f0e0d0c03020100948535341716151438b80908282828283bba0808bf2f2d2c08080808a8393838b0a111103b3a39388c9d2d2c0c8c3d3c07863434
ramp-51 0 be0e18659386961e1766534625ac47cd1b8d063a3bd11639e970e9a20f9ae25c18252a632b260f8b46cc890f6ca93afd52c6d587259b240f8f8cdfc0f850adb61970ea9122e9438d9b989e9742d50f42b2c490bd3d6fc5685ecd082e 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f303132 f4d3b506af0a4f536d15f6251b52fa812a707a2a980100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c8032313000000000000000009801000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c803231300000000000000000980100002b2a29282f2e2d2cab3331301c1c1c1ca7141414a33b393824242424072d2c2c801918180302010007060504b32b2928242424243c3c3c3cbc252424942625243c3c3c3c8c1514149f070504303030302b010000072d2c2c28282828bb080808bc0e0d0c14141414072d2c2c03292828a7141414a81a1918ab181818042f2d2cb72f2d2c03292828b7040404831b1918a7141414a33b3938bc2524240c272524af373534a83130301b1a1918871f1d1c0329282814141414270d0c0c08080808bb0808080f0e0d0c030201001c37353417161514b80a090828282828bb080808b72f2d2c08080808a0393838381311103b3a3938042f2d2c8c3e3d3c87343434
ramp-52 0 ec0642bbbf72e32c10cc1a2e75e202ede832586ed49915492eb5db4a5fbbd5aa1f9555ec263d1287655df4ead7c7d7493af8d2d177b81c4a394e5970083ec9151102980f5939ec8e091657d83a49e762115e3fabcd0df36b20e451d2 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f30313233 88dfc666c511906a8f6b39bf230caf52b9aceeb2a00100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c333231300000008000000000a001000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c333231300000008000000000a00100002b2a29a82f2e2d2c933331301c1c1c9c141414149b3b39b8242424a48c2d2c2cb819181803020180070605048b2b2928242424a43c3c3c3c84252424272625a43c3c3cbcb4151414a7070584303030b0a00100008c2d2c2c28282828080808080f0e0d8c141414948c2d2c2c88292828141414141b1a1998181818988f2f2dac8f2f2d2c882928a804040404bb1b1998141414949b3b39b8842524a4872725a497373534903130b01b1a1998bf1f1d1c882928a814141414ac0d0c0c08080808080808080f0e0d8c0302010097373534171615140b0a0908282828a8080808088f2f2dac0808088898393838b31311903b3a39388f2f2d2c3f3e3d3c343434b4
ramp-53 0 0aa192b0724c36ac59acc176e06d6ee48cc653c0485905f7fcf23a00eb5db7e8d36ff53fe9f5d5f5943f22b4c58ac027723ec7a681612e46274bf70f6a800bd474c3f476191b7312a54edf8f7af3b2ffdef84e3e8042bb3b7ef1c645 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334 abf5287928b5b97c6436846d6eb3238785d216b2a80100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c333231300000803400000000a801000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c333231300000803400000000a80100002b2aa91c2f2e2d2c9b3331301c1c9c2814141414933bb90c2424a410842d2c2cb01918180302813407060504832b29282424a4103c3c3c3c8c2524242726a5103c3cbc08bc151414af0785303030b004a8010000842d2c2c28282828080808080f0e8d3814149420842d2c2c80292828141414141b1a992c1818982c872fad18872f2d2c8029a81c04040404b31b992c14149420933bb90c8c25a4108f27a5109f3735349831b0041b1a992cb71f1d1c8029a81c14141414a40d0c0c08080808080808080f0e8d38030201009f373534171615140b0a09082828a81c08080808872fad180808883c90393838bb1391243b3a3938872f2d2c3f3e3d3c3434b400
ramp-54 0 477df700e79d19c96df26d5edbfea3ff44fdc7035dfe7b52d16a5e75f226f7a0068859e82df7389e320afb9892eb3ba1cbe33739cc7ff472bb6aa927fccacf476c6d3f496b3e47c70de35984ed590db33f8b5b7c1e46c61adaeb6c44 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f303132333435 7f29b2ae0a0fac203e8687f5f5de186d33b6aa60b00100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c333231300080353400000000b001000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c333231300080353400000000b00100002baa1c1c2f2e2d2c833331301c9c2928141414148bbb0c0c24a411109c2d2c2ca819181803823434070605049b2b292824a411103c3c3c3c9425242427a610103cbc0908a4151414b787303030b00504b00100009c2d2c2c28282828080808080f8e3838149421209c2d2c2c98292828141414141b9a2c2c18982d2c9faf18189f2f2d2c98a91d1c04040404ab9b2c2c149421208bbb0c0c94a5111097a710108737353480b105041b9a2c2caf1f1d1c98a91d1c14141414bc0d0c0c08080808080808080f8e38380302010087373534171615140b0a090828a81d1c080808089faf181808883d3c88393838a39324243b3a39389f2f2d2c3f3e3d3c34b40100
ramp-55 0 27446a3d203a907f1e66e6e78dbeb747c7fc97f371453a8e922ff192598d29e79809b139c3e890848325bd97500528591ff29c0a29df2c29fa00898f4b12a1e7c403f226a330f1dc542fe2f424aa8a5dcd07e380047025856651e0ba 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f30313233343536 f009334ff2bf4b1344e2c9b36389fe11726eca53b80100000000000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c333231308036353400000000b801000003020100070605040b0a09080f0e0d0c13121110171615141b1a19181f1e1d1c23222120272625242b2a29282f2e2d2c333231308036353400000000b8010000ab1c1c1c2f2e2d2c8b3331309c2a292814141414030d0c0ca4121110942d2c2ca01918188334343407060504932b2928a41211103c3c3c3c9c252424a7101010bc0a0908ac1514143f313030b0060504b8010000942d2c2c28282828080808088f38383894222120942d2c2c90292828141414149b2c2c2c982e2d2c17191818972f2d2c101f1d1c04040404232d2c2c94222120030d0c0c1c1311101f1110108f373534080705049b2c2c2ca71f1d1c101f1d1c14141414b40d0c0c08080808080808088f383838030201008f373534171615140b0a0908a81e1d1c0808080817191818883e3d3c803938382b2524243b3a3938972f2d2c3f3e3d3cb4020100
ramp-56 0 80420ec2b03c736eb3d0ad9b490c1ec01e3288e681acadd8755116fa37bca68a2d40942d72bea5ac0944091d1e9dd6fed05ffc00598386e7e2a7231cf459fe0681bb6d275294966cf21b57ca3295d2ea63cf325b1d7eac90cdcc6220 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637 639ca3c2378d685a4d2f185974be2f35b867554ec001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c00100000000000000000000c00100000000000000000000c001000000000000c0010000c00100000000000000000000c00100000000000000000000c00100000000000000000000c0010000c001000000000000c0010000c001000000000000000000000000000000000000c0010000c0010000000000000000000000000000c0010000c0010000c001000000000000c001000000000000c0010000c0010000c0010000c0010000c001000000000000c0010000c001000000000000c001000000000000000000000000000000000000c001000000000000000000000000000000000000c001000000000000c0010000c001000000000000c00100000000000000000000
ramp-57 0 944e4bf54820703e03297f93dc74fb37691575312f86b7856864eee187919a1ca814bb4eccdf8a8542f35a3260189fd92c8e480cd83aa56b57903f4f364fac82df13e01fa4274b46cddde105dc247d38abf51587b0042456c1c29437 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f303132333435363738 3887e4b8a1a6deeb04c914102fb29595de63566fc801000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c8010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c80100000000000000000000c80100000000000000000000c801000000000000c8010000c80100000000000000000000c80100000000000000000000c80100000000000000000000c8010000c801000000000000c8010000c801000000000000000000000000000000000000c8010000c8010000000000000000000000000000c8010000c8010000c801000000000000c801000000000000c8010000c8010000c8010000c8010000c801000000000000c8010000c801000000000000c801000000000000000000000000000000000000c801000000000000000000000000000000000000c801000000000000c8010000c801000000000000c80100000000000000000000
ramp-58 0 6f6975442abfb8ff36b593a40648663273de04604462d9704b30bdc722579d844ea8776c18c6fa5691489bce5676cde59a33541ce8cb835e0edfa0f511560d2c9cc329de48d01e3f052ddec2e7a8ca31d7b6a04f50c89afe9a4a225e 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f30313233343536373839 9e946098b1aa1c8be0aaae550a2eaf7f18507dedd001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000d0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000d00100000000000000000000d00100000000000000000000d001000000000000d0010000d00100000000000000000000d00100000000000000000000d00100000000000000000000d0010000d001000000000000d0010000d001000000000000000000000000000000000000d0010000d0010000000000000000000000000000d0010000d0010000d001000000000000d001000000000000d0010000d0010000d0010000d0010000d001000000000000d0010000d001000000000000d001000000000000000000000000000000000000d001000000000000000000000000000000000000d001000000000000d0010000d001000000000000d00100000000000000000000
ramp-59 0 eb6a9d26240de50396c6c9c1f0edb5264807debb7b2ea97735ea6266fc66a22050374aa9b94afe613914a33140e0cab79678ee9652b4c6adeff7620a9a8e76f9d11402f6a4b41ba9ada7cbf42d7a84ed4d5f7a3dc1b15e64d506fdd3 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f303132333435363738393a 284709b200dd92d0f72f8182946273a46a56af6ad801000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000d8010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000d80100000000000000000000d80100000000000000000000d801000000000000d8010000d80100000000000000000000d80100000000000000000000d80100000000000000000000d8010000d801000000000000d8010000d801000000000000000000000000000000000000d8010000d8010000000000000000000000000000d8010000d8010000d801000000000000d801000000000000d8010000d8010000d8010000d8010000d801000000000000d8010000d801000000000000d801000000000000000000000000000000000000d801000000000000000000000000000000000000d801000000000000d8010000d801000000000000d80100000000000000000000
ramp-60 0 29e58c33f1be1b9abcc1713f087da23c58a66575e42ee5c7b844cc7719ef229bb493a4090c0296f892462099e2163f97e86d48b9c8d41316d9f286d519a1a4376ddbf94cbd57e29f24f473bd62cf2c67ebadfd7f84c2ea38a9508282 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f303132333435363738393a3b 0e69869a0b710e46c2ea9f2c37371bf37ccbe22de001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e00100000000000000000000e00100000000000000000000e001000000000000e0010000e00100000000000000000000e00100000000000000000000e00100000000000000000000e0010000e001000000000000e0010000e001000000000000000000000000000000000000e0010000e0010000000000000000000000000000e0010000e0010000e001000000000000e001000000000000e0010000e0010000e0010000e0010000e001000000000000e0010000e001000000000000e001000000000000000000000000000000000000e001000000000000000000000000000000000000e001000000000000e0010000e001000000000000e00100000000000000000000
ramp-61 0 4a1e844a84a9eb8b9317938a0507bba7224454582fedce9f61efe415bf7d0f86e9f174166bd61f6eb8d5857f970fc4105dac50ab233f95fb2874c52ca9a038fee0f4e8803adc7af0821e25bb56a706abdd9cc3eb54cacb233e57f0f0 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f303132333435363738393a3b3c 8909154e62a0b5f484f69464b8bf82ba7c761587e801000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e80100000000000000000000e80100000000000000000000e801000000000000e8010000e80100000000000000000000e80100000000000000000000e80100000000000000000000e8010000e801000000000000e8010000e801000000000000000000000000000000000000e8010000e8010000000000000000000000000000e8010000e8010000e801000000000000e801000000000000e8010000e8010000e8010000e8010000e801000000000000e8010000e801000000000000e801000000000000000000000000000000000000e801000000000000000000000000000000000000e801000000000000e8010000e801000000000000e80100000000000000000000
ramp-62 0 03c5b7d888e5ce741bc810aa36a5dd65de675d4c06888f7821aae8aa169037738d7fb471d27fb7256e2bc8b7d025bc23e412496657f89331a9f986d4b6aa39dd8ed783a9571b7af57c086aaae73bb0e223320050e645c3b2077a4e84 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f303132333435363738393a3b3c3d e0fc802beec20cb5c82311ba5083346d5d4c5508f001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f00100000000000000000000f00100000000000000000000f001000000000000f0010000f00100000000000000000000f00100000000000000000000f00100000000000000000000f0010000f001000000000000f0010000f001000000000000000000000000000000000000f0010000f0010000000000000000000000000000f0010000f0010000f001000000000000f001000000000000f0010000f0010000f0010000f0010000f001000000000000f0010000f001000000000000f001000000000000000000000000000000000000f001000000000000000000000000000000000000f001000000000000f0010000f001000000000000f00100000000000000000000
ramp-63 0 505ae76b738d1c640ae20949dcafd91708574d5e9ce23bfe3c9c604da9a7f8ba1acd095204e717a52c731a0bda54f966166f52be301c035f7d3f6ddd9ec16b4ee93f09c4ce637558d6e47d654d8ea0dbf4df5513a03ca40b9a5357b9 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f303132333435363738393a3b3c3d3e e26821c1716e1f105f3aa21e8f31d8caae8b7c1ef801000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f8010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f80100000000000000000000f80100000000000000000000f801000000000000f8010000f80100000000000000000000f80100000000000000000000f80100000000000000000000f8010000f801000000000000f8010000f801000000000000000000000000000000000000f8010000f8010000000000000000000000000000f8010000f8010000f801000000000000f801000000000000f8010000f8010000f8010000f8010000f801000000000000f8010000f801000000000000f801000000000000000000000000000000000000f801000000000000000000000000000000000000f801000000000000f8010000f801000000000000f80100000000000000000000
ramp-64 0 5f20cfcd4a9b4b0d38d8b3131193b99b6ad46ee6f5f44f7b740e0e1c9cfd3d67e659e5ab6e019199007fbfa816503dcab6a0e690e912fc321b17c25e88997d4299dcaaca8e29b42f8f5a36fdae934f0cb6fb0dd29c3f0f5fba40702b 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f303132333435363738393a3b3c3d3e3f eb43e5bbf8d3e14f5370af4d06f219599e95e8470002000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000080000000000002000000000080000000000002000000000080000200000002008000000080000000000002000000000080000000000002000000000080000000000002000000020080000000800002000000020080000000800000000000000000000000000002000000020080000000800000000000000000000200000002008000020080000000800002000000000080000200000002008000020080000200800002008000000080000200000002008000000080000200000000008000000000000000000000000000020000000000800000000000000000000000000002000000000080000200000002008000000080000200000000008000000000
ramp-65 0 3ee4913af25f45b5b0abd2f50f192adb973608a3486f075c2e708817bb1bb3cc386022df11c4c39bac09a0881595eb6fa0ce5e70e88345f9cc172569c5f2c6561f97ad72fb89b8cade00f0d73c55b45697b0e532eec43a170513003d 000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f303132333435363738393a3b3c3d3e3f40 255fe982facc990aaa7a459a35f16db6c00d78900802000000000000000080400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080200000000804000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000802000000008040000000000802000000008040000000000802000000008040080200000802804000008040000000000802000000008040000000000802000000008040000000000802000008028040000080400802000008028040000080400000000000000000000000000802000008028040000080400000000000000000080200000802804008028040000080400802000000008040080200000802804008028040080280400802804000008040080200000802804000008040080200000000804000000000000000000000000008020000000080400000000000000000000000000802000000008040080200000802804000008040080200000000804000000000
