# Generated by tools/generate_jfdctint_vectors.py; do not edit.
# 181 cases; 8/8 loop outcomes; 6/6 descale sign outcomes; 155 native C checks
# label command shift input initialized rows output checksum status
impulse-43--128 1 0 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff73ffffff9d0200009201000000feffffa6fdffff15010000c602000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffffddffffffa70000006500000080ffffff6affffff45000000b2000000650000001c0000007dffffffb1ffffff6500000076000000caffffff75ffffff4500000013000000a5ffffffcaffffff4500000051000000dbffffffa0ffffff4effffffcfffffffe80000008b0000004effffff2fffffff60000000f6000000800000002300000059ffffff9cffffff8000000097000000bbffffff4fffffff230000000a000000d2ffffffe4ffffff230000002a000000edffffffcfffffff59ffffffd2ffffffdb0000008300000059ffffff3bffffff5a000000e800000097000000290000003bffffff8affffff97000000b1000000afffffff2fffffff fdffffff ffff
impulse-44-127 1 0 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01000074ffffff68fdffff8f010000fc010000abfdffffedfeffffc102000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f000000ddffffff5affffff640000007f0000006bffffffbbffffffb00000009cffffff1c00000082000000b2ffffff9cffffff750000003600000076ffffffbbffffff130000005a000000caffffffbbffffff5100000025000000a1ffffffb0000000cfffffff1affffff8a000000b000000031ffffffa1fffffff400000081ffffff23000000a60000009cffffff81ffffff950000004500000050ffffffddffffff0a0000002e000000e4ffffffddffffff2900000013000000cfffffffa6000000d2ffffff27ffffff82000000a60000003dffffffa6ffffffe60000006bffffff29000000c30000008bffffff6bffffffb00000005100000031ffffff f6ffffff ffff
impulse-44--128 1 0 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff8d0000009d0200006efeffff00feffff5a020000150100003afdffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffff23000000a70000009cffffff80ffffff97000000450000004fffffff65000000e4ffffff7dffffff4f000000650000008affffffcaffffff8b00000045000000edffffffa5ffffff3600000045000000afffffffdbffffff600000004effffff31000000e800000075ffffff4effffffd1000000600000000affffff80000000ddffffff59ffffff65000000800000006affffffbbffffffb200000023000000f6ffffffd2ffffff1c00000023000000d6ffffffedffffff3100000059ffffff2e000000db0000007dffffff59ffffffc50000005a00000018ffffff97000000d7ffffff3bffffff76000000970000004fffffffafffffffd1000000 0f000000 ffff
impulse-45-127 1 0 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01000071feffffedfeffffc102000004feffff74ffffff98020000abfdffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f0000009cffffffbbffffffb000000081ffffffddffffffa60000006bffffff9cffffff4e0000003600000076ffffff640000001c0000007effffff75000000bbffffff3600000025000000a1ffffff4500000013000000a6ffffff51000000b000000076ffffffa1fffffff400000050ffffffcfffffffe600000031ffffff81ffffff640000004500000050ffffff7f000000230000005affffff95000000ddffffff1c00000013000000cfffffff230000000a000000d2ffffff29000000a60000007effffffa6ffffffe60000005affffffd2ffffffd90000003dffffff6bffffff750000005100000031ffffff95000000290000003dffffffb0000000 02000000 ffff
impulse-45--128 1 0 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff92010000150100003afdffff000200008d00000063fdffff5a02000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffff65000000450000004fffffff800000002300000059ffffff9700000065000000b1ffffffcaffffff8b0000009bffffffe4ffffff830000008affffff45000000caffffffdbffffff60000000bbffffffedffffff5b000000afffffff4effffff8b000000600000000affffffb20000003100000018ffffffd1000000800000009cffffffbbffffffb200000080ffffffddffffffa70000006affffff23000000e4ffffffedffffff31000000ddfffffff6ffffff2e000000d6ffffff59ffffff830000005a00000018ffffffa70000002e00000025ffffffc5000000970000008affffffafffffffd100000069ffffffd7ffffffc50000004fffffff 03000000 ffff
impulse-46-127 1 0 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc010000abfdffff130100008c00000004feffffc102000068fdffff8f01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f0000006bffffff450000002300000081ffffffb00000005affffff640000009cffffff75000000caffffffe4ffffff6400000076ffffff82000000b2ffffffbbffffff51000000dbffffffedffffff45000000a1ffffff5a000000caffffffb000000031ffffff5f0000003100000050fffffff40000001affffff8a00000081ffffff95000000bbffffffddffffff7f00000050ffffffa60000009cffffffddffffff29000000edfffffff6ffffff23000000cfffffff2e000000e4ffffffa60000003dffffff5a0000002e0000005affffffe600000027ffffff820000006bffffffb0000000afffffffd7ffffff9500000031ffffffc30000008bffffff faffffff ffff
impulse-46--128 1 0 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff5a020000ebfeffff73ffffff000200003afdffff9d0200006efeffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffff97000000bbffffffddffffff800000004fffffffa70000009cffffff650000008affffff360000001c0000009bffffff8b0000007dffffff4f00000045000000afffffff2500000013000000bbffffff60000000a5ffffff360000004effffffd1000000a0ffffffcfffffffb20000000affffffe800000075ffffff800000006affffff450000002300000080ffffffb200000059ffffff6500000023000000d6ffffff130000000a000000ddffffff31000000d2ffffff1c00000059ffffffc5000000a6ffffffd2ffffffa700000018ffffffdb0000007dffffff970000004fffffff510000002900000069ffffffd10000003bffffff76000000 09000000 ffff
impulse-47-127 1 0 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc0100003ffdffff98020000abfdfffffc01000071feffff1301000074ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7f00000050ffffffa60000006bffffff7f0000009cffffff45000000ddffffff9cffffff8a0000007effffff750000009cffffff4e000000caffffff1c000000bbffffff5f000000a6ffffff51000000bbffffff36000000dbffffff13000000b00000000cffffffe600000031ffffffb000000076ffffff5f000000cfffffff81ffffffb00000005affffff9500000081ffffff64000000bbffffff23000000ddffffff31000000d2ffffff29000000ddffffff1c000000edffffff0a000000a60000001affffffd90000003dffffffa60000007effffff5a000000d2ffffff6bffffffcf0000003dffffffb00000006bffffff75000000afffffff29000000 feffffff ffff
impulse-47--128 1 0 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffffc602000063fdffff5a02000000feffff92010000ebfeffff8d00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 80ffffffb200000059ffffff9700000080ffffff65000000bbffffff230000006500000075ffffff830000008affffff65000000b1ffffff36000000e4ffffff45000000a0ffffff5b000000afffffff45000000caffffff25000000edffffff4efffffff600000018ffffffd10000004effffff8b000000a0ffffff31000000800000004fffffffa70000006affffff800000009cffffff45000000ddffffff23000000cfffffff2e000000d6ffffff23000000e4ffffff13000000f6ffffff59ffffffe800000025ffffffc500000059ffffff83000000a6ffffff2e000000970000002fffffffc50000004fffffff970000008affffff51000000d7ffffff 05000000 ffff
impulse-48-127 1 0 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc010000c10200009802000055020000fc0100008f010000130100008c0000000000000000000000000000000000000000000000000000000000000000000000 7f000000b0000000a6000000950000007f0000006400000045000000230000006bffffff31ffffff3dffffff50ffffff6bffffff8bffffffafffffffd7ffffff450000005f0000005a000000510000004500000036000000250000001300000023000000310000002e00000029000000230000001c000000130000000a00000081ffffff50ffffff5affffff6bffffff81ffffff9cffffffbbffffffddffffffb0000000f4000000e6000000cf000000b00000008a0000005f000000310000005affffff1affffff27ffffff3dffffff5affffff7effffffa6ffffffd2ffffff640000008a0000008200000075000000640000004e000000360000001b000000 e1010000 ffff
impulse-48--128 1 0 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff3afdffff63fdffffa6fdffff00feffff6efeffffebfeffff73ffffff0000000000000000000000000000000000000000000000000000000000000000 80ffffff4fffffff59ffffff6affffff80ffffff9cffffffbbffffffddffffff97000000d1000000c5000000b100000097000000760000005100000029000000bbffffffa0ffffffa5ffffffafffffffbbffffffcaffffffdbffffffedffffffddffffffcfffffffd2ffffffd6ffffffddffffffe4ffffffedfffffff6ffffff80000000b2000000a700000097000000800000006500000045000000230000004effffff0affffff18ffffff2fffffff4effffff75ffffffa0ffffffcfffffffa7000000e8000000db000000c5000000a7000000830000005a0000002e0000009bffffff75ffffff7dffffff8affffff9bffffffb1ffffffcaffffffe4ffffff 1ffeffff ffff
impulse-49-127 1 0 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc010000550200001301000074ffffff04feffff3ffdffff68fdffff71feffff0000000000000000000000000000000000000000000000000000000000000000 7f0000009500000045000000ddffffff81ffffff50ffffff5affffff9cffffff6bffffff50ffffffafffffff2900000095000000cf000000c300000075000000450000005100000025000000edffffffbbffffffa1ffffffa6ffffffcaffffff230000002900000013000000f6ffffffddffffffcfffffffd2ffffffe4ffffff81ffffff6bffffffbbffffff230000007f000000b0000000a600000064000000b0000000cf0000005f000000cfffffff50ffffff0cffffff1affffff76ffffff5affffff3dffffffa6ffffff2e000000a6000000e6000000d900000082000000640000007500000036000000e5ffffff9cffffff76ffffff7effffffb2ffffff 7bffffff ffff
impulse-49--128 1 0 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffffa6fdffffebfeffff8d00000000020000c60200009d020000920100000000000000000000000000000000000000000000000000000000000000000000 80ffffff6affffffbbffffff2300000080000000b2000000a70000006500000097000000b100000051000000d7ffffff69ffffff2fffffff3bffffff8affffffbbffffffafffffffdbffffff1300000045000000600000005b00000036000000ddffffffd6ffffffedffffff0a00000023000000310000002e0000001c000000800000009700000045000000ddffffff80ffffff4fffffff59ffffff9cffffff4effffff2fffffffa0ffffff31000000b2000000f6000000e80000008b000000a7000000c50000005a000000d2ffffff59ffffff18ffffff25ffffff7dffffff9bffffff8affffffcaffffff1c000000650000008b000000830000004f000000 87000000 ffff
impulse-50-127 1 0 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc0100008f010000edfeffff3ffdffff04feffff8c00000098020000550200000000000000000000000000000000000000000000000000000000000000000000 7f00000064000000bbffffff50ffffff81ffffff23000000a6000000950000006bffffff8bffffff51000000cf00000095000000d7ffffff3dffffff50ffffff4500000036000000dbffffffa1ffffffbbffffff130000005a00000051000000230000001c000000edffffffcfffffffddffffff0a0000002e0000002900000081ffffff9cffffff45000000b00000007f000000ddffffff5affffff6bffffffb00000008a000000a1ffffff0cffffff50ffffff31000000e6000000cf0000005affffff7effffff5a000000e6000000a6000000d2ffffff27ffffff3dffffff640000004e000000caffffff76ffffff9cffffff1b0000008200000075000000 69000000 ffff
impulse-50--128 1 0 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff6efeffff15010000c60200000002000073ffffff63fdffffa6fdffff0000000000000000000000000000000000000000000000000000000000000000 80ffffff9cffffff45000000b200000080000000ddffffff59ffffff6affffff9700000076000000afffffff2fffffff69ffffff29000000c5000000b1000000bbffffffcaffffff250000006000000045000000edffffffa5ffffffafffffffddffffffe4ffffff130000003100000023000000f6ffffffd2ffffffd6ffffff8000000065000000bbffffff4fffffff80ffffff23000000a7000000970000004effffff75ffffff60000000f6000000b2000000cfffffff18ffffff2fffffffa700000083000000a6ffffff18ffffff59ffffff2e000000db000000c50000009bffffffb1ffffff360000008b00000065000000e4ffffff7dffffff8affffff 99ffffff ffff
impulse-51-127 1 0 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc0100008c00000068fdffff71fefffffc01000055020000edfeffff3ffdffff0000000000000000000000000000000000000000000000000000000000000000 7f000000230000005affffff9cffffff7f00000095000000bbffffff50ffffff6bffffffd7ffffffc3000000750000006bffffff50ffffff51000000cf0000004500000013000000a6ffffffcaffffff4500000051000000dbffffffa1ffffff230000000a000000d2ffffffe4ffffff2300000029000000edffffffcfffffff81ffffffddffffffa60000006400000081ffffff6bffffff45000000b0000000b0000000310000001affffff76ffffffb0000000cf000000a1ffffff0cffffff5affffffd2ffffffd9000000820000005affffff3dffffff5a000000e6000000640000001b0000007effffffb2ffffff6400000075000000caffffff76ffffff ddffffff ffff
impulse-51--128 1 0 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080ffffff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000feffff73ffffff9d0200009201000000feffffa6fdffff15010000c60200000000000000000000000000000000000000000000000000000000000000000000 80ffffffddffffffa70000006500000080ffffff6affffff45000000b200000097000000290000003bffffff8affffff97000000b1000000afffffff2fffffffbbffffffedffffff5b00000036000000bbffffffafffffff2500000060000000ddfffffff6ffffff2e0000001c000000ddffffffd6ffffff1300000031000000800000002300000059ffffff9cffffff8000000097000000bbffffff4fffffff4effffffcfffffffe80000008b0000004effffff2fffffff60000000f6000000a70000002e00000025ffffff7dffffffa7000000c5000000a6ffffff18ffffff9bffffffe4ffffff830000004f0000009bffffff8affffff360000008b000000 25000000 ffff
